Source;Target;Weight;Type
EN_1771_Mackenzie,Henry_TheManofFeeling_Novel;EN_1771_Smollett,Tobias_TheExpedictionofHenryClinker_Novel;1;undirected
EN_1771_Mackenzie,Henry_TheManofFeeling_Novel;EN_1814_Scott,Walter_Waverley_Novel;2;undirected
EN_1771_Mackenzie,Henry_TheManofFeeling_Novel;EN_1843_Borrow,George_TheBibleinSpain_Novel;3;undirected
EN_1771_Smollett,Tobias_TheExpedictionofHenryClinker_Novel;EN_1771_Mackenzie,Henry_TheManofFeeling_Novel;1;undirected
EN_1771_Smollett,Tobias_TheExpedictionofHenryClinker_Novel;EN_1809_More,Hannah_CoelebsinSearchofaWife_Novel;3;undirected
EN_1771_Smollett,Tobias_TheExpedictionofHenryClinker_Novel;EN_1814_Scott,Walter_Waverley_Novel;3;undirected
EN_1771_Smollett,Tobias_TheExpedictionofHenryClinker_Novel;EN_1817_Scott,Walter_RobRoy_Novel;2;undirected
EN_1771_Smollett,Tobias_TheExpedictionofHenryClinker_Novel;EN_1826_Disraeli,Benjamin_VivianGrey_Novel;1;undirected
EN_1778_Burney,Fanny_Evelina_Novel;EN_1782_Burney,Fanny_Cecilia_Novel;5;undirected
EN_1778_Burney,Fanny_Evelina_Novel;EN_1801_Edgeworth,Maria_Belinda_Novel;3;undirected
EN_1778_Burney,Fanny_Evelina_Novel;EN_1806_Edgeworth,Maria_Leonora_Novel;1;undirected
EN_1778_Burney,Fanny_Evelina_Novel;EN_1848_Bronte,Ann_TheTenantofWildfellHall_Novel;1;undirected
EN_1782_Burney,Fanny_Cecilia_Novel;EN_1778_Burney,Fanny_Evelina_Novel;5;undirected
EN_1782_Burney,Fanny_Cecilia_Novel;EN_1796_Burney,Fanny_Camilla_Novel;6;undirected
EN_1782_Burney,Fanny_Cecilia_Novel;EN_1801_Edgeworth,Maria_Belinda_Novel;1;undirected
EN_1786_Beckford,William_Vathek_Novel;EN_1814_Scott,Walter_Waverley_Novel;1;undirected
EN_1786_Beckford,William_Vathek_Novel;EN_1820_Scott,Walter_Ivanhoe_Novel;2;undirected
EN_1786_Beckford,William_Vathek_Novel;EN_1826_Cooper,JameFenimore_TheLastoftheMohicans_Novel;3;undirected
EN_1788_Wollstonecraft,Mary_Mary_Novel;EN_1794_Radcliffe,Ann_TheMysteriesofUdolpho_Novel;2;undirected
EN_1788_Wollstonecraft,Mary_Mary_Novel;EN_1796_Bonhote,Elizabeth_BungayCastle_Novel;1;undirected
EN_1788_Wollstonecraft,Mary_Mary_Novel;EN_1798_Wollstonecraft,Mary_Maria_Novel;3;undirected
EN_1790_Radcliffe,Ann_ASicilianRomance_Novel;EN_1794_Radcliffe,Ann_TheMysteriesofUdolpho_Novel;3;undirected
EN_1790_Radcliffe,Ann_ASicilianRomance_Novel;EN_1814_Scott,Walter_Waverley_Novel;2;undirected
EN_1790_Radcliffe,Ann_ASicilianRomance_Novel;EN_1904_Murfree,MaryNoailles_TheFrontiersman_Novel;1;undirected
EN_1794_Godwin,William_CalebWilliams_Novel;EN_1798_Brown,CharlesBrockden_Wieland_Novel;3;undirected
EN_1794_Godwin,William_CalebWilliams_Novel;EN_1799_Brown,CharlesBrockden_ArthurMervyn_Novel;5;undirected
EN_1794_Godwin,William_CalebWilliams_Novel;EN_1817_Scott,Walter_RobRoy_Novel;2;undirected
EN_1794_Radcliffe,Ann_TheMysteriesofUdolpho_Novel;EN_1788_Wollstonecraft,Mary_Mary_Novel;2;undirected
EN_1794_Radcliffe,Ann_TheMysteriesofUdolpho_Novel;EN_1790_Radcliffe,Ann_ASicilianRomance_Novel;3;undirected
EN_1794_Radcliffe,Ann_TheMysteriesofUdolpho_Novel;EN_1795_Lewis,Matthew_TheMonk_Novel;6;undirected
EN_1794_Radcliffe,Ann_TheMysteriesofUdolpho_Novel;EN_1796_Bonhote,Elizabeth_BungayCastle_Novel;1;undirected
EN_1794_Radcliffe,Ann_TheMysteriesofUdolpho_Novel;EN_1798_Wollstonecraft,Mary_Maria_Novel;1;undirected
EN_1794_Radcliffe,Ann_TheMysteriesofUdolpho_Novel;EN_1804_Opie,Amelia_AdelineMowbray_Novel;1;undirected
EN_1794_Radcliffe,Ann_TheMysteriesofUdolpho_Novel;EN_1814_Scott,Walter_Waverley_Novel;2;undirected
EN_1794_Radcliffe,Ann_TheMysteriesofUdolpho_Novel;EN_1850_Aguilar,Grace_ValeofCedars_Novel;1;undirected
EN_1794_Radcliffe,Ann_TheMysteriesofUdolpho_Novel;EN_1891_Hardy,Thomas_TessoftheD'Urbervilles_Novel;1;undirected
EN_1794_Rowson,Susanna_CharlotteTemple_Novel;EN_1795_Lewis,Matthew_TheMonk_Novel;2;undirected
EN_1794_Rowson,Susanna_CharlotteTemple_Novel;EN_1796_Hays,Mary_EmmaCourtney_Novel;3;undirected
EN_1794_Rowson,Susanna_CharlotteTemple_Novel;EN_1797_Foster,HannahWebster_TheCoquette_Novel;1;undirected
EN_1794_Rowson,Susanna_CharlotteTemple_Novel;EN_1804_Opie,Amelia_AdelineMowbray_Novel;6;undirected
EN_1794_Rowson,Susanna_CharlotteTemple_Novel;EN_1817_Scott,Walter_RobRoy_Novel;2;undirected
EN_1795_Lewis,Matthew_TheMonk_Novel;EN_1794_Radcliffe,Ann_TheMysteriesofUdolpho_Novel;6;undirected
EN_1795_Lewis,Matthew_TheMonk_Novel;EN_1794_Rowson,Susanna_CharlotteTemple_Novel;2;undirected
EN_1795_Lewis,Matthew_TheMonk_Novel;EN_1805_Lewis,Matthew_TheBravoofVenice_Novel;3;undirected
EN_1796_Bonhote,Elizabeth_BungayCastle_Novel;EN_1788_Wollstonecraft,Mary_Mary_Novel;1;undirected
EN_1796_Bonhote,Elizabeth_BungayCastle_Novel;EN_1794_Radcliffe,Ann_TheMysteriesofUdolpho_Novel;1;undirected
EN_1796_Bonhote,Elizabeth_BungayCastle_Novel;EN_1809_More,Hannah_CoelebsinSearchofaWife_Novel;2;undirected
EN_1796_Bonhote,Elizabeth_BungayCastle_Novel;EN_1814_Scott,Walter_Waverley_Novel;3;undirected
EN_1796_Bonhote,Elizabeth_BungayCastle_Novel;EN_1850_Aguilar,Grace_ValeofCedars_Novel;5;undirected
EN_1796_Burney,Fanny_Camilla_Novel;EN_1782_Burney,Fanny_Cecilia_Novel;6;undirected
EN_1796_Burney,Fanny_Camilla_Novel;EN_1801_Edgeworth,Maria_Belinda_Novel;1;undirected
EN_1796_Burney,Fanny_Camilla_Novel;EN_1804_Opie,Amelia_AdelineMowbray_Novel;2;undirected
EN_1796_Hays,Mary_EmmaCourtney_Novel;EN_1794_Rowson,Susanna_CharlotteTemple_Novel;3;undirected
EN_1796_Hays,Mary_EmmaCourtney_Novel;EN_1797_Foster,HannahWebster_TheCoquette_Novel;2;undirected
EN_1796_Hays,Mary_EmmaCourtney_Novel;EN_1798_Wollstonecraft,Mary_Maria_Novel;2;undirected
EN_1796_Hays,Mary_EmmaCourtney_Novel;EN_1817_Scott,Walter_RobRoy_Novel;1;undirected
EN_1796_Hays,Mary_EmmaCourtney_Novel;EN_1818_Shelley,Mary_Frankenstein_Novel;5;undirected
EN_1797_Foster,HannahWebster_TheCoquette_Novel;EN_1794_Rowson,Susanna_CharlotteTemple_Novel;1;undirected
EN_1797_Foster,HannahWebster_TheCoquette_Novel;EN_1796_Hays,Mary_EmmaCourtney_Novel;2;undirected
EN_1797_Foster,HannahWebster_TheCoquette_Novel;EN_1806_Edgeworth,Maria_Leonora_Novel;5;undirected
EN_1798_Brown,CharlesBrockden_Wieland_Novel;EN_1794_Godwin,William_CalebWilliams_Novel;3;undirected
EN_1798_Brown,CharlesBrockden_Wieland_Novel;EN_1799_Brown,CharlesBrockden_ArthurMervyn_Novel;6;undirected
EN_1798_Brown,CharlesBrockden_Wieland_Novel;EN_1818_Shelley,Mary_Frankenstein_Novel;1;undirected
EN_1798_Wollstonecraft,Mary_Maria_Novel;EN_1788_Wollstonecraft,Mary_Mary_Novel;3;undirected
EN_1798_Wollstonecraft,Mary_Maria_Novel;EN_1794_Radcliffe,Ann_TheMysteriesofUdolpho_Novel;1;undirected
EN_1798_Wollstonecraft,Mary_Maria_Novel;EN_1796_Hays,Mary_EmmaCourtney_Novel;2;undirected
EN_1798_Wollstonecraft,Mary_Maria_Novel;EN_1818_Shelley,Mary_Frankenstein_Novel;3;undirected
EN_1799_Brown,CharlesBrockden_ArthurMervyn_Novel;EN_1794_Godwin,William_CalebWilliams_Novel;5;undirected
EN_1799_Brown,CharlesBrockden_ArthurMervyn_Novel;EN_1798_Brown,CharlesBrockden_Wieland_Novel;6;undirected
EN_1799_Brown,CharlesBrockden_ArthurMervyn_Novel;EN_1818_Shelley,Mary_Frankenstein_Novel;1;undirected
EN_1800_Edgeworth,Maria_CastleRackrent_Novel;EN_1847_Thackeray,William_VanityFair_Novel;1;undirected
EN_1800_Edgeworth,Maria_CastleRackrent_Novel;EN_1859_Dickens,Charles_ATaleofTwoCities_Novel;3;undirected
EN_1800_Edgeworth,Maria_CastleRackrent_Novel;EN_1893_Grand,Sarah_TheHeavenlyTwins_Novel;2;undirected
EN_1801_Edgeworth,Maria_Belinda_Novel;EN_1778_Burney,Fanny_Evelina_Novel;3;undirected
EN_1801_Edgeworth,Maria_Belinda_Novel;EN_1782_Burney,Fanny_Cecilia_Novel;1;undirected
EN_1801_Edgeworth,Maria_Belinda_Novel;EN_1796_Burney,Fanny_Camilla_Novel;1;undirected
EN_1801_Edgeworth,Maria_Belinda_Novel;EN_1806_Edgeworth,Maria_Leonora_Novel;3;undirected
EN_1801_Edgeworth,Maria_Belinda_Novel;EN_1837_Trollope,FrancesMilton_TheVicarofWrexham_Novel;5;undirected
EN_1801_Edgeworth,Maria_Belinda_Novel;EN_1855_Trollope,FrancesMilton_TheWidowBarnaby_Novel;4;undirected
EN_1804_Opie,Amelia_AdelineMowbray_Novel;EN_1794_Radcliffe,Ann_TheMysteriesofUdolpho_Novel;1;undirected
EN_1804_Opie,Amelia_AdelineMowbray_Novel;EN_1794_Rowson,Susanna_CharlotteTemple_Novel;6;undirected
EN_1804_Opie,Amelia_AdelineMowbray_Novel;EN_1796_Burney,Fanny_Camilla_Novel;2;undirected
EN_1804_Opie,Amelia_AdelineMowbray_Novel;EN_1837_Disraeli,Benjamin_Venetia_Novel;2;undirected
EN_1805_Lewis,Matthew_TheBravoofVenice_Novel;EN_1795_Lewis,Matthew_TheMonk_Novel;3;undirected
EN_1805_Lewis,Matthew_TheBravoofVenice_Novel;EN_1826_Disraeli,Benjamin_VivianGrey_Novel;5;undirected
EN_1805_Lewis,Matthew_TheBravoofVenice_Novel;EN_1853_Kingsley,Charles_Hypatia_Novel;2;undirected
EN_1806_Edgeworth,Maria_Leonora_Novel;EN_1778_Burney,Fanny_Evelina_Novel;1;undirected
EN_1806_Edgeworth,Maria_Leonora_Novel;EN_1797_Foster,HannahWebster_TheCoquette_Novel;5;undirected
EN_1806_Edgeworth,Maria_Leonora_Novel;EN_1801_Edgeworth,Maria_Belinda_Novel;3;undirected
EN_1809_More,Hannah_CoelebsinSearchofaWife_Novel;EN_1771_Smollett,Tobias_TheExpedictionofHenryClinker_Novel;3;undirected
EN_1809_More,Hannah_CoelebsinSearchofaWife_Novel;EN_1796_Bonhote,Elizabeth_BungayCastle_Novel;2;undirected
EN_1809_More,Hannah_CoelebsinSearchofaWife_Novel;EN_1817_Scott,Walter_RobRoy_Novel;1;undirected
EN_1809_More,Hannah_CoelebsinSearchofaWife_Novel;EN_1887_Bellamy,Edward_LookingBackward_Novel;1;undirected
EN_1811_Austen,Jane_SenseandSensibility_Novel;EN_1813_Austen,Jane_PrideandPrejudice_Novel;6;undirected
EN_1811_Austen,Jane_SenseandSensibility_Novel;EN_1814_Austen,Jane_MansfieldPark_Novel;5;undirected
EN_1811_Austen,Jane_SenseandSensibility_Novel;EN_1847_Aguilar,Grace_HomeInfluence_Novel;2;undirected
EN_1811_Austen,Jane_SenseandSensibility_Novel;EN_1855_Trollope,FrancesMilton_TheWidowBarnaby_Novel;1;undirected
EN_1813_Austen,Jane_PrideandPrejudice_Novel;EN_1811_Austen,Jane_SenseandSensibility_Novel;6;undirected
EN_1813_Austen,Jane_PrideandPrejudice_Novel;EN_1814_Austen,Jane_MansfieldPark_Novel;4;undirected
EN_1813_Austen,Jane_PrideandPrejudice_Novel;EN_1838_Martineau,Harriet_Deerbrook_Novel;2;undirected
EN_1813_Austen,Jane_PrideandPrejudice_Novel;EN_1847_Aguilar,Grace_HomeInfluence_Novel;1;undirected
EN_1813_Austen,Jane_PrideandPrejudice_Novel;EN_1855_Trollope,FrancesMilton_TheWidowBarnaby_Novel;1;undirected
EN_1814_Austen,Jane_MansfieldPark_Novel;EN_1811_Austen,Jane_SenseandSensibility_Novel;5;undirected
EN_1814_Austen,Jane_MansfieldPark_Novel;EN_1813_Austen,Jane_PrideandPrejudice_Novel;4;undirected
EN_1814_Austen,Jane_MansfieldPark_Novel;EN_1847_Aguilar,Grace_HomeInfluence_Novel;3;undirected
EN_1814_Austen,Jane_MansfieldPark_Novel;EN_1850_Yonge,Charlotte_Henrietta'sWish_Novel;1;undirected
EN_1814_Scott,Walter_Waverley_Novel;EN_1771_Mackenzie,Henry_TheManofFeeling_Novel;2;undirected
EN_1814_Scott,Walter_Waverley_Novel;EN_1771_Smollett,Tobias_TheExpedictionofHenryClinker_Novel;3;undirected
EN_1814_Scott,Walter_Waverley_Novel;EN_1786_Beckford,William_Vathek_Novel;1;undirected
EN_1814_Scott,Walter_Waverley_Novel;EN_1790_Radcliffe,Ann_ASicilianRomance_Novel;2;undirected
EN_1814_Scott,Walter_Waverley_Novel;EN_1794_Radcliffe,Ann_TheMysteriesofUdolpho_Novel;2;undirected
EN_1814_Scott,Walter_Waverley_Novel;EN_1796_Bonhote,Elizabeth_BungayCastle_Novel;3;undirected
EN_1814_Scott,Walter_Waverley_Novel;EN_1817_Scott,Walter_RobRoy_Novel;6;undirected
EN_1814_Scott,Walter_Waverley_Novel;EN_1820_Scott,Walter_Ivanhoe_Novel;5;undirected
EN_1814_Scott,Walter_Waverley_Novel;EN_1823_Cooper,JamesFenimore_ThePioneers_Novel;3;undirected
EN_1814_Scott,Walter_Waverley_Novel;EN_1826_Cooper,JameFenimore_TheLastoftheMohicans_Novel;4;undirected
EN_1814_Scott,Walter_Waverley_Novel;EN_1836_Child,Lydia_Philothea_Novel;1;undirected
EN_1814_Scott,Walter_Waverley_Novel;EN_1838_Poe,EdgarAllen_TheNarrativeofArthurGordonPym_Novel;2;undirected
EN_1814_Scott,Walter_Waverley_Novel;EN_1843_Borrow,George_TheBibleinSpain_Novel;2;undirected
EN_1814_Scott,Walter_Waverley_Novel;EN_1850_Hawthorne,Nathaniel_TheScarletLetter_Novel;1;undirected
EN_1814_Scott,Walter_Waverley_Novel;EN_1904_Murfree,MaryNoailles_TheFrontiersman_Novel;2;undirected
EN_1815_Peacock,ThomasLove_HeadlongHall_Novel;EN_1818_Peacock,ThomasLove_NightmareAbbey_Novel;2;undirected
EN_1815_Peacock,ThomasLove_HeadlongHall_Novel;EN_1821_Peacock,ThomasLove_MaidMarian_Novel;2;undirected
EN_1815_Peacock,ThomasLove_HeadlongHall_Novel;EN_1823_Cooper,JamesFenimore_ThePioneers_Novel;3;undirected
EN_1817_Scott,Walter_RobRoy_Novel;EN_1771_Smollett,Tobias_TheExpedictionofHenryClinker_Novel;2;undirected
EN_1817_Scott,Walter_RobRoy_Novel;EN_1794_Godwin,William_CalebWilliams_Novel;2;undirected
EN_1817_Scott,Walter_RobRoy_Novel;EN_1794_Rowson,Susanna_CharlotteTemple_Novel;2;undirected
EN_1817_Scott,Walter_RobRoy_Novel;EN_1796_Hays,Mary_EmmaCourtney_Novel;1;undirected
EN_1817_Scott,Walter_RobRoy_Novel;EN_1809_More,Hannah_CoelebsinSearchofaWife_Novel;1;undirected
EN_1817_Scott,Walter_RobRoy_Novel;EN_1814_Scott,Walter_Waverley_Novel;6;undirected
EN_1817_Scott,Walter_RobRoy_Novel;EN_1818_Peacock,ThomasLove_NightmareAbbey_Novel;2;undirected
EN_1817_Scott,Walter_RobRoy_Novel;EN_1818_Shelley,Mary_Frankenstein_Novel;1;undirected
EN_1817_Scott,Walter_RobRoy_Novel;EN_1820_Scott,Walter_Ivanhoe_Novel;2;undirected
EN_1817_Scott,Walter_RobRoy_Novel;EN_1826_Disraeli,Benjamin_VivianGrey_Novel;1;undirected
EN_1817_Scott,Walter_RobRoy_Novel;EN_1843_Borrow,George_TheBibleinSpain_Novel;4;undirected
EN_1817_Scott,Walter_RobRoy_Novel;EN_1851_Hawthorne,Nathaniel_TheHouseoftheSevenGables_Novel;1;undirected
EN_1817_Scott,Walter_RobRoy_Novel;EN_1889_Doyle,ArthurConan_TheMysteryoftheCloomber_Novel;3;undirected
EN_1818_Peacock,ThomasLove_NightmareAbbey_Novel;EN_1815_Peacock,ThomasLove_HeadlongHall_Novel;2;undirected
EN_1818_Peacock,ThomasLove_NightmareAbbey_Novel;EN_1817_Scott,Walter_RobRoy_Novel;2;undirected
EN_1818_Peacock,ThomasLove_NightmareAbbey_Novel;EN_1826_Disraeli,Benjamin_VivianGrey_Novel;3;undirected
EN_1818_Shelley,Mary_Frankenstein_Novel;EN_1796_Hays,Mary_EmmaCourtney_Novel;5;undirected
EN_1818_Shelley,Mary_Frankenstein_Novel;EN_1798_Brown,CharlesBrockden_Wieland_Novel;1;undirected
EN_1818_Shelley,Mary_Frankenstein_Novel;EN_1798_Wollstonecraft,Mary_Maria_Novel;3;undirected
EN_1818_Shelley,Mary_Frankenstein_Novel;EN_1799_Brown,CharlesBrockden_ArthurMervyn_Novel;1;undirected
EN_1818_Shelley,Mary_Frankenstein_Novel;EN_1817_Scott,Walter_RobRoy_Novel;1;undirected
EN_1818_Shelley,Mary_Frankenstein_Novel;EN_1819_Shelley,Mary_Mathilda_Novel;6;undirected
EN_1818_Shelley,Mary_Frankenstein_Novel;EN_1850_Aguilar,Grace_ValeofCedars_Novel;2;undirected
EN_1819_Shelley,Mary_Mathilda_Novel;EN_1818_Shelley,Mary_Frankenstein_Novel;6;undirected
EN_1819_Shelley,Mary_Mathilda_Novel;EN_1837_Disraeli,Benjamin_Venetia_Novel;2;undirected
EN_1819_Shelley,Mary_Mathilda_Novel;EN_1852_Collins,Wilkie_Basil_Novel;1;undirected
EN_1820_Scott,Walter_Ivanhoe_Novel;EN_1786_Beckford,William_Vathek_Novel;2;undirected
EN_1820_Scott,Walter_Ivanhoe_Novel;EN_1814_Scott,Walter_Waverley_Novel;5;undirected
EN_1820_Scott,Walter_Ivanhoe_Novel;EN_1817_Scott,Walter_RobRoy_Novel;2;undirected
EN_1820_Scott,Walter_Ivanhoe_Novel;EN_1821_Peacock,ThomasLove_MaidMarian_Novel;5;undirected
EN_1820_Scott,Walter_Ivanhoe_Novel;EN_1836_Child,Lydia_Philothea_Novel;4;undirected
EN_1821_Galt,John_AnnalsoftheParish_Novel;EN_1822_Hogg,James_ThreePerilsofMan_Novel;1;undirected
EN_1821_Galt,John_AnnalsoftheParish_Novel;EN_1905_Wharton,Edith_TheHouseofMirth_Novel;2;undirected
EN_1821_Galt,John_AnnalsoftheParish_Novel;EN_1928_Woolf,Virginia_Orlando_Novel;3;undirected
EN_1821_Peacock,ThomasLove_MaidMarian_Novel;EN_1815_Peacock,ThomasLove_HeadlongHall_Novel;2;undirected
EN_1821_Peacock,ThomasLove_MaidMarian_Novel;EN_1820_Scott,Walter_Ivanhoe_Novel;5;undirected
EN_1821_Peacock,ThomasLove_MaidMarian_Novel;EN_1823_Cooper,JamesFenimore_ThePioneers_Novel;2;undirected
EN_1821_Peacock,ThomasLove_MaidMarian_Novel;EN_1836_Child,Lydia_Philothea_Novel;1;undirected
EN_1822_Hogg,James_ThreePerilsofMan_Novel;EN_1821_Galt,John_AnnalsoftheParish_Novel;1;undirected
EN_1822_Hogg,James_ThreePerilsofMan_Novel;EN_1823_Cooper,JamesFenimore_ThePioneers_Novel;2;undirected
EN_1822_Hogg,James_ThreePerilsofMan_Novel;EN_1849_Kingsley,Charles_AltonLocke_Novel;3;undirected
EN_1822_Hogg,James_ThreePerilsofMan_Novel;EN_1851_Melville,Hermann_MobyDick_Novel;2;undirected
EN_1822_Hogg,James_ThreePerilsofMan_Novel;EN_1853_Kingsley,Charles_Hypatia_Novel;2;undirected
EN_1822_Hogg,James_ThreePerilsofMan_Novel;EN_1859_Dickens,Charles_ATaleofTwoCities_Novel;3;undirected
EN_1822_Hogg,James_ThreePerilsofMan_Novel;EN_1894_Kipling,Rudyard_TheJungleBook_Novel;2;undirected
EN_1822_Hogg,James_ThreePerilsofMan_Novel;EN_1900_Kipling,Rudyard_Kim_Novel;2;undirected
EN_1823_Cooper,JamesFenimore_ThePioneers_Novel;EN_1814_Scott,Walter_Waverley_Novel;3;undirected
EN_1823_Cooper,JamesFenimore_ThePioneers_Novel;EN_1815_Peacock,ThomasLove_HeadlongHall_Novel;3;undirected
EN_1823_Cooper,JamesFenimore_ThePioneers_Novel;EN_1821_Peacock,ThomasLove_MaidMarian_Novel;2;undirected
EN_1823_Cooper,JamesFenimore_ThePioneers_Novel;EN_1822_Hogg,James_ThreePerilsofMan_Novel;2;undirected
EN_1823_Cooper,JamesFenimore_ThePioneers_Novel;EN_1826_Cooper,JameFenimore_TheLastoftheMohicans_Novel;4;undirected
EN_1823_Cooper,JamesFenimore_ThePioneers_Novel;EN_1836_Child,Lydia_Philothea_Novel;1;undirected
EN_1823_Cooper,JamesFenimore_ThePioneers_Novel;EN_1851_Melville,Hermann_MobyDick_Novel;1;undirected
EN_1823_Cooper,JamesFenimore_ThePioneers_Novel;EN_1904_Murfree,MaryNoailles_TheFrontiersman_Novel;1;undirected
EN_1826_Cooper,JameFenimore_TheLastoftheMohicans_Novel;EN_1786_Beckford,William_Vathek_Novel;3;undirected
EN_1826_Cooper,JameFenimore_TheLastoftheMohicans_Novel;EN_1814_Scott,Walter_Waverley_Novel;4;undirected
EN_1826_Cooper,JameFenimore_TheLastoftheMohicans_Novel;EN_1823_Cooper,JamesFenimore_ThePioneers_Novel;4;undirected
EN_1826_Cooper,JameFenimore_TheLastoftheMohicans_Novel;EN_1836_Child,Lydia_Philothea_Novel;3;undirected
EN_1826_Cooper,JameFenimore_TheLastoftheMohicans_Novel;EN_1904_Murfree,MaryNoailles_TheFrontiersman_Novel;3;undirected
EN_1826_Disraeli,Benjamin_VivianGrey_Novel;EN_1771_Smollett,Tobias_TheExpedictionofHenryClinker_Novel;1;undirected
EN_1826_Disraeli,Benjamin_VivianGrey_Novel;EN_1805_Lewis,Matthew_TheBravoofVenice_Novel;5;undirected
EN_1826_Disraeli,Benjamin_VivianGrey_Novel;EN_1817_Scott,Walter_RobRoy_Novel;1;undirected
EN_1826_Disraeli,Benjamin_VivianGrey_Novel;EN_1818_Peacock,ThomasLove_NightmareAbbey_Novel;3;undirected
EN_1826_Disraeli,Benjamin_VivianGrey_Novel;EN_1837_Disraeli,Benjamin_Venetia_Novel;6;undirected
EN_1826_Disraeli,Benjamin_VivianGrey_Novel;EN_1843_Borrow,George_TheBibleinSpain_Novel;1;undirected
